Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1597704,1597704,258,581.672,13.568,2.756,0,15.000,50,0.150,1,-10921639,3199.600,3080,2646,4032,15998,507.678,0.240,0.112,1.272
ID1597572,1597572,259,599.506,8.219,1.114,0,14.400,48,0.150,1,-10921639,3167.400,3170,2673,3514,15837,315.782,0.240,0.109,1.966
ID1597635,1597635,259,1022.781,8.270,1.332,0,14.700,49,0.150,1,-10921639,3592.800,3489,3092,4179,17964,508.457,0.475,0.167,2.020
ID1597698,1597698,259,757.736,8.316,1.407,0,15.000,50,0.150,1,-10921639,3388.200,3367,3126,3592,16941,182.153,0.300,0.117,3.904
ID1597747,1597747,259,605.299,8.444,1.471,0,15.300,51,0.150,1,-10921639,3350.200,3262,3053,3673,16751,245.554,0.475,0.101,2.513
ID1597805,1597805,259,501.870,8.367,1.406,0,15.600,52,0.150,1,-10921639,3026.800,2959,2755,3642,15134,363.035,0.300,0.082,1.261
ID1598025,1598025,259,793.476,8.561,1.684,0,16.800,56,0.150,1,-10921639,3497.400,3440,3032,4366,17487,517.811,0.300,0.108,1.320
ID1598086,1598086,259,1753.245,8.746,1.862,0,17.100,57,0.150,1,-10921639,4276.400,4354,3248,4779,21382,609.102,0.240,0.236,2.680
ID1598142,1598142,259,614.660,8.900,2.036,0,17.400,58,0.150,1,-10921639,3285.400,3226,3003,3859,16427,336.690,0.479,0.118,2.058
ID1598250,1598250,259,726.967,9.093,2.138,0,17.700,59,0.150,1,-10921639,3693.800,3778,3236,4282,18469,430.349,0.240,0.159,2.349
ID1597601,1597601,260,761.209,13.013,6.990,0,14.400,48,0.150,1,-10921639,3211.200,3422,2608,3494,16056,376.069,0.300,0.130,1.967
ID1597659,1597659,260,560.735,13.068,6.947,0,14.700,49,0.150,1,-10921639,3031.600,3016,2712,3336,15158,245.830,0.479,0.118,2.596
ID1597880,1597880,260,702.178,13.318,7.026,0,15.900,53,0.150,1,-10921639,3086.800,2991,2939,3518,15434,242.488,0.240,0.123,2.780
ID1597930,1597930,260,603.977,13.356,7.084,0,16.200,54,0.150,1,-10921639,3325.000,3598,2366,3915,16625,650.582,0.240,0.146,1.303
ID1597985,1597985,260,656.303,13.369,7.083,0,16.500,55,0.150,1,-10921639,3178.800,3237,2657,3743,15894,415.138,0.300,0.109,1.506
ID1598051,1598051,260,690.374,13.408,7.103,0,16.800,56,0.150,1,-10921639,3004.800,3073,2676,3247,15024,236.343,0.470,0.099,2.284
ID1598107,1598107,260,1038.474,13.361,7.021,0,17.100,57,0.150,1,-10921639,3587.200,3792,2814,3951,17936,460.753,0.478,0.165,2.203
ID1598157,1598157,260,555.658,13.385,7.039,0,17.400,58,0.150,1,-10921639,3103.000,3179,2371,3844,15515,533.479,0.240,0.141,1.439
ID1597606,1597606,261,737.882,1.739,8.861,0,14.400,48,0.150,1,-10921639,3158.800,3186,2857,3555,15794,301.980,0.481,0.102,1.933
ID1597666,1597666,261,534.312,2.011,8.883,0,14.700,49,0.150,1,-10921639,3285.200,3202,2917,3824,16426,374.539,0.240,0.121,1.900
ID1597656,1597656,262,767.036,14.660,6.617,0,14.700,49,0.150,1,-10921639,3373.000,3692,2382,3839,16865,614.057,0.300,0.112,1.105
ID1597712,1597712,262,1350.520,14.640,6.715,0,15.000,50,0.150,1,-10921639,4067.600,3988,3775,4596,20338,323.039,0.240,0.170,3.662
ID1597629,1597629,263,665.841,7.202,0.271,0,14.700,49,0.150,1,-10921639,3121.800,3109,2679,3563,15609,320.236,0.300,0.084,1.513
ID1597692,1597692,263,617.914,7.276,0.317,0,15.000,50,0.150,1,-10921639,3284.200,3205,2694,4036,16421,482.749,0.300,0.112,1.372
ID1597743,1597743,263,668.067,7.231,0.412,0,15.300,51,0.150,1,-10921639,3302.600,3374,2846,3604,16513,315.198,0.477,0.114,2.146
ID1597804,1597804,263,563.563,7.414,0.649,0,15.600,52,0.150,1,-10921639,3088.000,3076,2999,3164,15440,71.655,0.478,0.089,7.034
ID1597685,1597685,264,554.156,3.603,15.077,0,14.700,49,0.150,1,-10921639,2983.800,2786,2712,3490,14919,336.730,0.240,0.134,2.090
ID1597738,1597738,264,824.933,3.627,15.091,0,15.000,50,0.150,1,-10921639,3198.000,3104,2795,3756,15990,373.950,0.300,0.144,2.153
ID1597794,1597794,264,603.032,3.539,15.100,0,15.300,51,0.150,1,-10921639,2991.400,3040,2776,3214,14957,174.433,0.240,0.112,3.455
ID1597851,1597851,264,718.638,3.627,15.135,0,15.600,52,0.150,1,-10921639,3090.600,3018,2883,3573,15453,280.109,0.300,0.118,2.334
ID1597898,1597898,264,787.008,3.669,15.345,0,15.900,53,0.150,1,-10921639,3067.400,3105,2543,3374,15337,315.576,0.481,0.132,2.266
ID1597949,1597949,264,526.756,3.902,15.348,0,16.200,54,0.150,1,-10921639,2719.800,2704,2670,2788,13599,44.712,0.300,0.089,9.906
ID1598071,1598071,264,601.667,3.684,15.376,0,16.800,56,0.150,1,-10921639,2918.200,2852,2677,3455,14591,319.191,0.478,0.107,1.765
ID1598126,1598126,264,545.191,3.756,15.528,0,17.100,57,0.150,1,-10921639,3049.400,3115,2533,3402,15247,340.009,0.240,0.110,1.777
ID1598178,1598178,264,615.773,3.931,15.571,0,17.400,58,0.150,1,-10921639,3136.600,2967,2770,3547,15683,350.072,0.457,0.134,2.113
ID1598237,1598237,264,586.797,3.612,15.540,0,18.000,60,0.150,1,-10921639,2644.600,2760,2154,2973,13223,309.414,0.478,0.114,1.756
ID1598333,1598333,264,704.751,3.793,15.381,0,18.300,61,0.150,1,-10921639,2808.600,2771,2523,3210,14043,255.492,0.300,0.117,2.302
ID1597632,1597632,265,1109.171,8.695,0.526,0,14.700,49,0.150,1,-10921639,3606.200,3632,3458,3728,18031,127.091,0.240,0.161,7.854
ID1597694,1597694,265,542.233,8.683,0.454,0,15.000,50,0.150,1,-10921639,3155.400,3098,2645,3798,15777,413.238,0.240,0.127,1.723
ID1597665,1597665,266,1177.508,3.086,8.338,0,14.700,49,0.150,1,-10921639,3648.400,3600,3379,4093,18242,265.509,0.473,0.165,3.891
ID1597717,1597717,266,1382.969,3.075,8.394,0,15.000,50,0.150,1,-10921639,4188.800,3763,3591,5283,20944,725.545,0.240,0.232,2.171
ID1597771,1597771,266,1175.197,3.123,8.466,0,15.300,51,0.150,1,-10921639,3853.000,3856,3041,4566,19265,546.438,0.240,0.197,2.321
ID1597834,1597834,266,1359.117,3.193,8.593,0,15.600,52,0.150,1,-10921639,3866.800,3806,3595,4110,19334,222.966,0.476,0.210,6.020
ID1597634,1597634,267,525.083,0.205,0.780,0,14.700,49,0.150,1,-10921639,2900.600,2749,2508,3527,14503,424.993,0.300,0.058,0.747
ID1597695,1597695,267,636.326,0.297,0.625,0,15.000,50,0.150,1,-10921639,3425.200,3374,3017,3869,17126,310.145,0.240,0.122,2.401
ID1598133,1598133,267,731.684,0.830,0.738,0,17.400,58,0.150,1,-10921639,3102.600,3081,2886,3389,15513,198.273,0.240,0.122,3.410
ID1598248,1598248,267,1224.776,0.866,0.833,0,17.700,59,0.150,1,-10921639,4073.000,3998,3767,4404,20365,303.776,0.240,0.187,4.231
ID1598184,1598184,267,663.292,0.841,0.767,0,18.000,60,0.150,1,-10921639,3310.600,3238,3167,3505,16553,155.680,0.476,0.110,4.230
ID1598295,1598295,267,914.385,0.560,0.954,0,18.300,61,0.150,1,-10921639,3839.800,3585,3518,4387,19199,392.353,0.240,0.167,2.796
ID1598340,1598340,267,667.114,0.503,0.989,0,18.600,62,0.150,1,-10921639,3606.800,3434,3282,4201,18034,381.628,0.477,0.134,2.236
ID1597723,1597723,268,746.364,17.128,10.624,0,15.000,50,0.150,1,-10921639,3217.000,3359,2553,3775,16085,513.766,0.478,0.108,1.216
ID1597777,1597777,268,643.481,17.245,10.736,0,15.300,51,0.150,1,-10921639,3265.400,3015,2787,3830,16327,501.656,0.240,0.167,1.862
ID1597724,1597724,269,545.826,0.642,10.824,0,15.000,50,0.150,1,-10921639,2687.400,2806,1790,3261,13437,582.395,0.475,0.084,0.713
ID1597778,1597778,269,603.845,0.763,10.806,0,15.300,51,0.150,1,-10921639,2916.000,2773,2650,3365,14580,288.690,0.240,0.142,2.516
ID1597705,1597705,270,821.572,7.314,2.868,0,15.000,50,0.150,1,-10921639,3781.200,3477,3295,4407,18906,560.205,0.240,0.182,2.075
ID1597753,1597753,270,515.081,7.294,2.879,0,15.300,51,0.150,1,-10921639,2828.400,2792,2561,3066,14142,190.450,0.300,0.074,2.059
ID1597696,1597696,271,645.379,2.640,0.834,0,15.000,50,0.150,1,-10921639,3438.000,3223,3105,4367,17190,530.509,0.479,0.138,1.572
ID1597744,1597744,271,689.552,2.806,0.777,0,15.300,51,0.150,1,-10921639,3333.400,3432,2751,3754,16667,372.244,0.479,0.091,1.499
ID1598292,1598292,271,1122.832,3.085,0.402,0,18.300,61,0.150,1,-10921639,3764.800,3686,3585,4201,18824,251.131,0.300,0.151,3.932
ID1598338,1598338,271,1637.067,3.064,0.350,0,18.600,62,0.150,1,-10921639,4056.800,4281,3334,4506,20284,489.571,0.300,0.193,2.682
ID1598396,1598396,271,1056.011,3.094,0.400,0,18.900,63,0.150,1,-10921639,3981.200,4085,3614,4143,19906,217.987,0.476,0.153,4.851
ID1598448,1598448,271,1112.612,3.094,0.344,0,19.200,64,0.150,1,-10921639,3896.200,3828,3298,4429,19481,442.811,0.240,0.186,2.758
ID1598500,1598500,271,972.766,3.116,0.364,0,19.500,65,0.150,1,-10921639,3845.000,3797,3095,4812,19225,755.681,0.300,0.170,1.476
ID1598549,1598549,271,543.425,3.109,0.294,0,19.800,66,0.150,1,-10921639,3017.600,3189,2373,3258,15088,374.014,0.476,0.070,1.051
ID1597700,1597700,272,718.250,20.895,1.523,0,15.000,50,0.150,1,-10921639,3360.800,3424,2941,3578,16804,255.276,0.300,0.091,2.200
ID1597746,1597746,272,614.102,20.881,1.361,0,15.300,51,0.150,1,-10921639,3573.800,3497,3357,3979,17869,250.113,0.240,0.101,2.629
ID1597736,1597736,273,620.375,14.079,14.700,0,15.000,50,0.150,1,-10921639,2874.000,2854,2640,3174,14370,203.603,0.460,0.118,2.987
ID1597792,1597792,273,646.370,14.008,14.802,0,15.300,51,0.150,1,-10921639,2831.000,2826,2782,2875,14155,41.000,0.240,0.103,12.880
ID1597947,1597947,273,697.222,13.819,14.630,0,16.200,54,0.150,1,-10921639,3156.600,3004,2831,3992,15783,476.619,0.477,0.157,1.795
ID1598008,1598008,273,547.551,13.978,14.686,0,16.500,55,0.150,1,-10921639,3129.800,3181,2806,3525,15649,296.128,0.240,0.128,2.393
ID1598443,1598443,273,500.469,13.615,14.578,0,18.900,63,0.150,1,-10921639,2888.000,2951,2266,3359,14440,413.163,0.300,0.087,1.114
ID1598492,1598492,273,795.749,13.630,14.577,0,19.200,64,0.150,1,-10921639,3170.400,3114,2934,3411,15852,187.188,0.476,0.122,3.673
ID1598544,1598544,273,564.368,13.870,14.749,0,19.500,65,0.150,1,-10921639,3253.000,3171,2865,3819,16265,353.127,0.240,0.121,1.993
ID1597733,1597733,274,537.248,1.694,13.798,0,15.000,50,0.150,1,-10921639,3091.800,3077,2938,3323,15459,141.851,0.240,0.120,4.666
ID1597789,1597789,274,674.088,1.711,13.718,0,15.300,51,0.150,1,-10921639,3213.400,3069,2514,3887,16067,611.013,0.479,0.139,1.281
ID1597734,1597734,275,636.339,4.988,14.134,0,15.000,50,0.150,1,-10921639,2990.200,3029,2739,3324,14951,233.162,0.240,0.112,2.587
ID1597791,1597791,275,815.075,5.014,14.245,0,15.300,51,0.150,1,-10921639,3180.200,3271,2338,3572,15901,491.418,0.475,0.131,1.497
ID1597846,1597846,275,559.570,4.991,14.259,0,15.600,52,0.150,1,-10921639,3189.800,3090,2506,3839,15949,513.546,0.479,0.122,1.355
ID1597786,1597786,276,500.823,1.676,13.111,0,15.300,51,0.150,1,-10921639,2857.400,2857,2599,3044,14287,188.421,0.479,0.101,2.793
ID1597843,1597843,276,650.189,1.700,12.988,0,15.600,52,0.150,1,-10921639,2944.800,3040,1992,3714,14724,667.704,0.300,0.097,0.781
ID1597782,1597782,277,686.811,1.987,12.118,0,15.300,51,0.150,1,-10921639,2901.200,3070,2354,3386,14506,429.527,0.240,0.105,1.286
ID1597839,1597839,277,716.803,1.903,11.939,0,15.600,52,0.150,1,-10921639,3067.400,3068,2590,3734,15337,445.220,0.240,0.139,1.686
ID1597938,1597938,277,862.747,1.603,11.664,0,16.200,54,0.150,1,-10921639,3218.200,3134,2979,3509,16091,208.726,0.240,0.175,4.600
ID1597998,1597998,277,523.485,1.714,11.601,0,16.500,55,0.150,1,-10921639,3173.800,3190,3015,3243,15869,92.988,0.240,0.055,3.557
ID1597769,1597769,278,579.808,4.135,8.112,0,15.300,51,0.150,1,-10921639,2922.600,2926,2444,3302,14613,312.475,0.477,0.095,1.629
ID1597830,1597830,278,703.389,3.966,7.966,0,15.600,52,0.150,1,-10921639,2858.600,2998,2040,3230,14293,470.024,0.479,0.080,0.903
ID1597761,1597761,279,695.204,10.144,5.146,0,15.300,51,0.150,1,-10921639,2966.400,3112,2227,3592,14832,507.286,0.300,0.090,0.961
ID1597821,1597821,279,850.093,10.195,5.142,0,15.600,52,0.150,1,-10921639,3390.000,3536,2789,3802,16950,406.601,0.240,0.156,2.255
ID1597872,1597872,279,595.280,10.208,5.124,0,15.900,53,0.150,1,-10921639,3048.800,3086,2556,3332,15244,309.478,0.300,0.120,2.109
ID1598309,1598309,279,587.418,10.371,5.322,0,18.300,61,0.150,1,-10921639,2974.800,3002,2458,3483,14874,366.129,0.480,0.090,1.347
ID1598359,1598359,279,641.906,10.420,5.459,0,18.600,62,0.150,1,-10921639,3067.800,3188,2307,3548,15339,463.694,0.240,0.106,1.263
ID1597751,1597751,280,594.439,19.639,2.485,0,15.300,51,0.150,1,-10921639,3734.600,3540,3229,4411,18673,458.697,0.240,0.107,1.571
ID1597811,1597811,280,802.856,19.875,2.613,0,15.600,52,0.150,1,-10921639,3482.200,3518,2549,4452,17411,680.692,0.454,0.083,0.788
ID1597864,1597864,280,785.743,19.992,2.757,0,15.900,53,0.150,1,-10921639,3412.600,3401,3231,3640,17063,146.589,0.240,0.113,4.719
ID1597914,1597914,280,826.502,20.192,2.897,0,16.200,54,0.150,1,-10921639,3629.600,3562,3235,4065,18148,358.800,0.240,0.151,2.650
ID1598408,1598408,280,646.435,20.055,2.918,0,18.900,63,0.150,1,-10921639,3071.600,3006,2912,3434,15358,211.372,0.240,0.136,3.474
ID1598462,1598462,280,520.263,20.016,3.007,0,19.200,64,0.150,1,-10921639,2936.800,2973,2586,3338,14684,314.749,0.300,0.079,1.371
ID1597850,1597850,281,639.392,12.240,14.901,0,15.600,52,0.150,1,-10921639,3035.800,2889,2586,3751,15179,493.532,0.478,0.155,1.651
ID1597897,1597897,281,632.240,12.182,14.908,0,15.900,53,0.150,1,-10921639,3267.200,3305,2974,3593,16336,283.293,0.240,0.154,3.086
ID1597842,1597842,282,645.764,18.166,12.911,0,15.600,52,0.150,1,-10921639,3207.600,3149,2909,3736,16038,335.878,0.240,0.142,2.379
ID1597892,1597892,282,675.388,18.195,12.964,0,15.900,53,0.150,1,-10921639,3096.200,3105,2814,3334,15481,224.955,0.480,0.131,3.198
ID1598282,1598282,282,558.888,17.937,12.815,0,17.700,59,0.150,1,-10921639,2836.200,2977,2313,3137,14181,326.778,0.300,0.053,0.867
ID1598231,1598231,282,826.808,18.045,12.922,0,18.000,60,0.150,1,-10921639,3574.000,3571,3331,3987,17870,262.718,0.478,0.154,3.639
ID1597882,1597882,283,1194.765,3.173,7.726,0,15.900,53,0.150,1,-10921639,3731.200,3720,3497,3917,18656,163.915,0.240,0.168,6.546
ID1597932,1597932,283,506.717,3.220,7.723,0,16.200,54,0.150,1,-10921639,3000.400,2993,2855,3108,15002,104.734,0.300,0.076,4.036
ID1597854,1597854,284,913.992,18.131,0.251,0,15.900,53,0.150,1,-10921639,3534.800,3511,3286,3720,17674,168.724,0.240,0.125,4.667
ID1597907,1597907,284,561.300,18.259,0.435,0,16.200,54,0.150,1,-10921639,3558.000,3672,2952,4078,17790,415.909,0.240,0.114,1.753
ID1597877,1597877,285,764.456,10.025,6.526,0,15.900,53,0.150,1,-10921639,3215.200,3299,2960,3523,16076,240.817,0.240,0.112,2.682
ID1597927,1597927,285,551.523,10.053,6.550,0,16.200,54,0.150,1,-10921639,2798.000,2829,2438,3075,13990,248.919,0.481,0.055,1.164
ID1597981,1597981,285,551.282,9.925,6.625,0,16.500,55,0.150,1,-10921639,2905.400,3015,2485,3207,14527,311.956,0.478,0.084,1.440
ID1598048,1598048,285,902.951,9.997,6.578,0,16.800,56,0.150,1,-10921639,3506.800,3342,3336,4037,17534,302.392,0.475,0.139,2.839
ID1598105,1598105,285,846.492,9.985,6.561,0,17.100,57,0.150,1,-10921639,3282.600,3220,3121,3631,16413,199.470,0.240,0.143,4.129
ID1598269,1598269,285,765.415,9.990,6.639,0,17.700,59,0.150,1,-10921639,3158.000,3252,2830,3314,15790,201.152,0.456,0.110,3.115
ID1598210,1598210,285,713.884,9.965,6.557,0,18.000,60,0.150,1,-10921639,3527.600,3387,3211,4067,17638,334.617,0.240,0.142,2.616
ID1598316,1598316,285,655.497,9.975,6.583,0,18.300,61,0.150,1,-10921639,3322.600,3186,2932,3842,16613,348.905,0.300,0.113,1.940
ID1598671,1598671,285,1160.052,9.915,6.312,0,20.400,68,0.150,1,-10921639,3660.600,4005,2522,4137,18303,678.415,0.473,0.176,1.618
ID1598724,1598724,285,659.908,10.117,6.402,0,20.700,69,0.150,1,-10921639,2994.800,3058,2493,3309,14974,300.946,0.479,0.102,1.844
ID1597860,1597860,286,1194.161,14.521,1.699,0,15.900,53,0.150,1,-10921639,4394.800,4195,4042,4887,21974,370.805,0.481,0.140,2.909
ID1597908,1597908,286,1041.795,14.490,1.541,0,16.200,54,0.150,1,-10921639,4095.000,4206,3715,4369,20475,289.928,0.477,0.162,3.939
ID1597960,1597960,286,576.778,14.438,1.485,0,16.500,55,0.150,1,-10921639,3107.800,3157,2548,3550,15539,405.048,0.300,0.096,1.345
ID1598023,1598023,286,651.302,14.303,1.260,0,16.800,56,0.150,1,-10921639,3549.600,3462,3327,3998,17748,261.619,0.240,0.113,2.764
ID1597950,1597950,287,640.434,8.383,15.408,0,16.200,54,0.150,1,-10921639,2644.000,2681,2093,3241,13220,451.228,0.300,0.094,1.006
ID1598011,1598011,287,504.009,8.265,15.418,0,16.500,55,0.150,1,-10921639,2547.200,2665,1697,2984,12736,508.569,0.481,0.075,0.702
ID1598072,1598072,287,565.604,8.190,15.387,0,16.800,56,0.150,1,-10921639,2628.200,2673,2199,2855,13141,251.331,0.300,0.084,1.620
ID1597941,1597941,288,564.285,18.709,13.168,0,16.200,54,0.150,1,-10921639,2935.600,2833,2688,3266,14678,244.608,0.240,0.118,2.535
ID1598005,1598005,288,678.269,18.813,13.217,0,16.500,55,0.150,1,-10921639,3102.600,2992,2759,3535,15513,312.282,0.240,0.140,2.445
ID1597942,1597942,289,681.650,3.988,13.271,0,16.200,54,0.150,1,-10921639,3008.800,2933,2465,3585,15044,480.222,0.240,0.133,1.468
ID1598006,1598006,289,572.933,4.100,13.487,0,16.500,55,0.150,1,-10921639,2927.000,2994,2313,3433,14635,410.817,0.240,0.137,1.720
ID1598331,1598331,289,535.370,4.356,13.818,0,18.300,61,0.150,1,-10921639,2964.000,2904,2630,3314,14820,288.069,0.240,0.099,1.851
ID1598392,1598392,289,571.276,4.322,13.858,0,18.600,62,0.150,1,-10921639,2726.400,2681,2474,3010,13632,251.735,0.300,0.081,1.631
ID1598439,1598439,289,702.488,4.321,13.818,0,18.900,63,0.150,1,-10921639,3175.800,3341,2712,3359,15879,277.868,0.240,0.132,2.673
ID1598490,1598490,289,697.919,4.352,13.872,0,19.200,64,0.150,1,-10921639,3126.600,3164,2545,3583,15633,373.876,0.240,0.167,2.389
ID1597935,1597935,290,561.594,10.320,9.204,0,16.200,54,0.150,1,-10921639,2875.400,2950,2389,3170,14377,291.486,0.240,0.108,1.920
ID1597990,1597990,290,785.997,10.317,9.105,0,16.500,55,0.150,1,-10921639,3559.400,3570,2917,3998,17797,416.015,0.240,0.156,2.314
ID1597926,1597926,291,593.308,5.998,5.924,0,16.200,54,0.150,1,-10921639,3074.400,3150,2407,3422,15372,408.112,0.240,0.114,1.538
ID1597979,1597979,291,506.692,5.886,5.923,0,16.500,55,0.150,1,-10921639,3195.200,3030,2815,4000,15976,478.407,0.479,0.113,1.353
ID1598043,1598043,291,730.650,5.957,5.774,0,16.800,56,0.150,1,-10921639,3427.400,3352,3207,3781,17137,215.915,0.467,0.109,3.108
ID1598101,1598101,291,535.787,5.936,5.830,0,17.100,57,0.150,1,-10921639,3322.000,3378,2916,3743,16610,321.284,0.478,0.112,2.081
ID1598151,1598151,291,931.110,5.881,5.808,0,17.400,58,0.150,1,-10921639,3403.000,3263,2910,4109,17015,453.103,0.240,0.177,2.263
ID1598047,1598047,292,703.133,8.213,6.087,0,16.800,56,0.150,1,-10921639,3608.400,3284,3080,4289,18042,549.114,0.240,0.149,1.704
ID1598103,1598103,292,628.826,8.194,5.947,0,17.100,57,0.150,1,-10921639,3376.600,3562,2794,3828,16883,482.873,0.240,0.123,1.535
ID1598152,1598152,292,1335.898,8.408,5.822,0,17.400,58,0.150,1,-10921639,4223.400,4227,3998,4379,21117,145.380,0.240,0.191,9.303
ID1598032,1598032,293,603.260,9.450,3.312,0,16.800,56,0.150,1,-10921639,3212.200,3218,2956,3459,16061,195.601,0.479,0.119,3.503
ID1598096,1598096,293,652.814,9.623,3.277,0,17.100,57,0.150,1,-10921639,3406.000,3434,3001,4071,17030,426.065,0.240,0.152,2.114
ID1598258,1598258,293,877.115,9.802,3.155,0,17.700,59,0.150,1,-10921639,3660.600,3361,3148,4403,18303,552.031,0.240,0.191,2.127
ID1598197,1598197,293,786.940,9.742,3.169,0,18.000,60,0.150,1,-10921639,3171.600,3169,2718,3614,15858,428.753,0.300,0.111,1.478
ID1598304,1598304,293,852.566,9.796,3.218,0,18.300,61,0.150,1,-10921639,3612.000,3490,2989,4765,18060,676.407,0.240,0.173,1.577
ID1598348,1598348,293,695.041,9.739,3.288,0,18.600,62,0.150,1,-10921639,3398.200,3286,3141,3938,16991,318.058,0.471,0.123,2.334
ID1597972,1597972,294,638.955,7.543,4.302,0,16.500,55,0.150,1,-10921639,3066.200,3043,2658,3422,15331,293.542,0.479,0.116,2.166
ID1598034,1598034,294,540.430,7.671,4.499,0,16.800,56,0.150,1,-10921639,3399.600,3362,2527,4726,16998,928.346,0.240,0.098,0.651
ID1598098,1598098,294,720.038,7.735,4.588,0,17.100,57,0.150,1,-10921639,3306.600,3272,2786,4046,16533,459.407,0.240,0.128,1.638
ID1598148,1598148,294,819.284,7.733,4.557,0,17.400,58,0.150,1,-10921639,3364.800,3494,2877,3765,16824,412.510,0.240,0.129,1.869
ID1597962,1597962,295,779.005,12.906,1.805,0,16.500,55,0.150,1,-10921639,3261.400,3231,2915,3555,16307,254.891,0.240,0.153,3.393
ID1598026,1598026,295,839.837,12.982,1.853,0,16.800,56,0.150,1,-10921639,3586.000,3512,2992,4324,17930,488.545,0.479,0.119,1.564
ID1598087,1598087,295,649.368,12.937,1.880,0,17.100,57,0.150,1,-10921639,3441.200,3558,2725,3978,17206,467.302,0.240,0.115,1.522
ID1598139,1598139,295,836.116,12.930,1.887,0,17.400,58,0.150,1,-10921639,3343.400,3313,2861,3698,16717,330.276,0.476,0.128,2.298
ID1598027,1598027,296,656.695,6.126,1.929,0,16.800,56,0.150,1,-10921639,3378.400,3314,3101,3970,16892,349.632,0.480,0.114,1.978
ID1598089,1598089,296,610.305,6.092,2.043,0,17.100,57,0.150,1,-10921639,3116.000,3131,2612,3447,15580,347.826,0.480,0.089,1.472
ID1598138,1598138,296,1185.233,6.157,1.927,0,17.400,58,0.150,1,-10921639,4007.600,4065,3595,4308,20038,298.692,0.240,0.223,4.888
ID1598249,1598249,296,820.957,6.142,1.921,0,17.700,59,0.150,1,-10921639,3116.200,3150,2987,3182,15581,76.624,0.453,0.105,7.722
ID1598190,1598190,296,1183.377,6.152,1.926,0,18.000,60,0.150,1,-10921639,3658.000,3718,3243,3861,18290,240.122,0.240,0.204,5.157
ID1598021,1598021,297,956.054,13.597,1.161,0,16.800,56,0.150,1,-10921639,3485.000,3512,3068,3760,17425,257.352,0.240,0.152,3.564
ID1598083,1598083,297,612.749,13.391,1.000,0,17.100,57,0.150,1,-10921639,3254.400,3226,2610,3706,16272,455.329,0.300,0.098,1.270
ID1598339,1598339,297,783.986,13.475,0.749,0,18.600,62,0.150,1,-10921639,3125.000,3124,2736,3472,15625,314.706,0.300,0.099,1.788
ID1598399,1598399,297,1004.141,13.271,0.914,0,18.900,63,0.150,1,-10921639,3642.400,3594,2865,4201,18212,526.017,0.300,0.146,1.768
ID1598013,1598013,298,706.908,7.526,0.000,0,16.800,56,0.150,1,-10921639,3418.400,3578,2765,3705,17092,374.927,0.300,0.131,2.116
ID1598075,1598075,298,635.286,7.632,0.106,0,17.100,57,0.150,1,-10921639,3240.000,3192,2918,3536,16200,239.061,0.300,0.097,2.404
ID1598131,1598131,298,617.408,7.679,0.063,0,17.400,58,0.150,1,-10921639,3045.000,3036,2722,3347,15225,224.785,0.455,0.077,1.928
ID1598291,1598291,298,650.090,7.950,0.000,0,18.300,61,0.150,1,-10921639,3508.200,3454,3217,3715,17541,210.902,0.240,0.178,5.021
ID1598336,1598336,298,827.403,8.089,0.171,0,18.600,62,0.150,1,-10921639,3389.200,3259,2922,3934,16946,381.989,0.479,0.146,2.267
ID1598014,1598014,299,649.307,14.492,0.318,0,16.800,56,0.150,1,-10921639,3203.800,3128,3052,3457,16019,159.847,0.240,0.113,4.054
ID1598079,1598079,299,955.393,14.474,0.230,0,17.100,57,0.150,1,-10921639,3971.200,3993,3142,4584,19856,621.343,0.240,0.158,1.745
ID1598132,1598132,299,528.509,14.516,0.138,0,17.400,58,0.150,1,-10921639,3318.400,3298,2885,3666,16592,298.771,0.453,0.101,2.038
ID1597994,1597994,300,1177.268,1.661,10.075,0,16.500,55,0.150,1,-10921639,4088.400,4084,3297,4879,20442,696.515,0.240,0.247,2.329
ID1598056,1598056,300,975.368,1.648,10.119,0,16.800,56,0.150,1,-10921639,3790.200,3558,3048,4717,18951,809.331,0.300,0.169,1.356
ID1598116,1598116,300,1191.356,1.692,10.122,0,17.100,57,0.150,1,-10921639,4237.200,3908,3779,4842,21186,549.042,0.479,0.200,2.576
ID1598169,1598169,300,1402.981,1.695,10.139,0,17.400,58,0.150,1,-10921639,4222.800,4505,3358,4875,21114,632.079,0.240,0.255,2.712
ID1598276,1598276,300,1418.845,1.700,10.182,0,17.700,59,0.150,1,-10921639,3843.200,3901,3361,4223,19216,331.893,0.300,0.216,4.106
ID1598222,1598222,300,1279.050,1.770,10.272,0,18.000,60,0.150,1,-10921639,3972.600,4177,3018,4481,19863,565.985,0.240,0.215,2.482
ID1598384,1598384,300,545.241,1.960,10.132,0,18.600,62,0.150,1,-10921639,3172.600,3295,2779,3503,15863,288.945,0.240,0.148,2.827
ID1598435,1598435,300,695.275,1.973,10.233,0,18.900,63,0.150,1,-10921639,3152.600,3079,2451,3860,15763,512.809,0.240,0.141,1.521
